code,title,Availabilities,Curriculum,RulesPrereqs,RulesPrereqsList,RulesCoreqs,RulesCoreqsList,RulesIncomps,RulesPrereqsList
CHIN1403,"Chinese 3",162614,"MJD-CHNSP Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MJD-CHNSI Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as core [Active];","ATAR CSL (Chinese: Second Language) or WACE Chinese: Second Language CSL 3A/3B or (WACE Chinese: Second Language CSL 2A/2B and co-requisite CHIN1001 Chinese 3A) or equivalent",,"CHIN1001 Chinese 3A if student has only completed WACE Chinese Second Language CSL 2A/2B",,"CHIN1103 Chinese Intermediate I or CHIN2203 Chinese Intermediate I or CHIN2403 Chinese 3",
FREN1405,"French Studies 5",162615,"MJD-FRNHA French Studies (BA) as core [Active];","approval of convener",,Nil.,,"FREN1105 French Advanced I",
FREN1406,"French Studies 6",162616,"MJD-FRNHA French Studies (BA) as core [Active];","FREN1405 French Studies 5 or FREN1105 French Advanced I",,Nil.,,"FREN1106 French Advanced II",
PHYS5303,"Physics Research Project Part 3",162617;162618,"53560 Master of Physics (coursework and dissertation) as core [Active] [unique];","completion of the core units in the Physics major <strong>or</strong> the Frontier Physics extended major or equivalent.",260788;260789;260790;260791;260792;260793,Nil.,260794,Nil,260788;260789;260790;260791;260792;260793
PHYS5304,"Physics Research Project Part 4",162619;162620,"53560 Master of Physics (coursework and dissertation) as core [Active] [unique];","completion of the core and complementary units for the Physics major or equivalent.",260796;260797;260798;260799;260800;260801,"PHYS5016 Dissertation in Theoretical Physics or PHYS5036 Dissertation in Computational Physics or PHYS5026 Dissertation in Experimental Physics or PHYS5563 Dissertation in Astronomy and Astrophysics or PHYS5436 Dissertation in Medical Physics",103843;103844;103845;103846;103847;103848;103849;103850;103851;103852,Nil,260796;260797;260798;260799;260800;260801
FREN2405,"French Studies 5",162621,"MJD-FRNHI French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","FREN1404 French Studies 4 or FREN2404 French Studies 4 or FREN1104 French Intermediate II or FREN2204 French Intermediate II",,Nil.,,"FREN2205 French Advanced I",
FREN2406,"French Studies 6",162622,"MJD-FRNHI French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","FREN2405 French Studies 5 or FREN2205 French Advanced I",,Nil.,,"FREN2206 French Advanced II",
HUMA2001,"Environmental Humanities",171757;171758,"MNR-MEHUM Environmental Humanities (BA|*|) as core [Proposed];","HIST1901 Environmental History (ID 1541)",69688;69689,Nil.,,Nil.,69688;69689
PHYS5302,"Physics Research Project Part 2",162623;162624,"53560 Master of Physics (coursework and dissertation) as core [Active] [unique];","completion of the core units in the Physics major<strong>or</strong>the Frontier Physics extended major or equivalent.",260778;260779;260780;260781;260782;260783;260784;260785,Nil.,260786,Nil,260778;260779;260780;260781;260782;260783;260784;260785
FREN2407,"French Studies 7",162625,"MJD-FRNHA French Studies (BA) as core [Active];","FREN1406 French Studies 6 or FREN1106 French Advanced II",132017,Nil.,,"FREN2207 French Advanced III",132017
FREN2408,"French Studies 8",162626,"MJD-FRNHA French Studies (BA) as core [Active];","FREN2407 French Studies 7 or FREN2207 French Advanced III",132021,Nil.,,"FREN2208 French Advanced IV",132021
FREN3405,"French Studies 5",162627,"MJD-FRNHB French Studies (BA) as core [Active];","FREN2404 French Studies 4 or FREN1104 French Intermediate II or FREN2204 French Intermediate II",,Nil.,,"FREN3305 French Advanced I",
CHIN1404,"Chinese 4",162628,"MJD-CHNSI Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as core [Active];","CHIN1403 Chinese 3 or CHIN1103 Chinese Intermediate I",,Nil.,,"CHIN1104 Chinese Intermediate II or CHIN2204 Chinese Intermediate II or CHIN2404 Chinese 4",
FREN3406,"French Studies 6",162629,"MJD-FRNHB French Studies (BA) as core [Active];","FREN3405 French Studies 5 or FREN3305 French Advanced I",,Nil.,,"FREN3306 French Advanced II",
FREN3407,"French Studies 7",162630,"MJD-FRNHI French Studies (BA) as core [Active];","FREN2406 French Studies 6 or FREN2206 French Advanced II",132015,Nil.,,"FREN3307 French Advanced III",132015
FREN3408,"French Studies 8",162631,"MJD-FRNHI French Studies (BA) as core [Active];","FREN3407 French Studies 7 or FREN3307 French Advanced III",132024,Nil.,,"FREN3308 French Advanced IV",132024
FREN3409,"French Studies 9",162632,"MJD-FRNHA French Studies (BA) as core [Active];","FREN2408 French Studies 8 or FREN2208 French Advanced IV",225247;225248,Nil.,,Nil.,225247;225248
CHIN2001,"Chinese 3A",162633,"MJD-CHNSB Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as option [Active];","CHIN1402 Chinese 2 or CHIN1102 Chinese Beginners II",,"CHIN2403 Chinese 3",,"CHIN2201 Chinese Intermediate Bridging or CHIN1001 Chinese 3A",
FREN1401,"French Beginners 1",162634;162635,"MJD-FRNHB French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];",Nil.,,Nil.,,"WACE French FRE 2A/2B or higher; FREN1101 French Beginners I",
ECON4450,"Advanced International Trade",162636,"42330 Graduate Diploma in Economics as option [Active]; 
73530 Master of Agricultural Economics (coursework or coursework and dissertation) as option in Agribusiness [Active]; 
73530 Master of Agricultural Economics (coursework or coursework and dissertation) as option in Development [Active]; 
73530 Master of Agricultural Economics (coursework or coursework and dissertation) as option in Economics [Active];","enrolment in one of the following: Master of Public Policy (42580); Master of Economics (42620); honours in the Economics specialisation (BH002) or completion of 144 points in the Bachelor of Philosophy (Honours) (BH005)

Enrolment in the Bachelor of Commerce (Honours) (BH002) or completion of 144 points in the Bachelor of Philosophy (Honours) (BH005) or enrolment in the Master of Public Policy (42580) or Master of Economics (42620) or Master of Agriculture Economics (73530).",,Nil.,,Nil.,
CHIN2403,"Chinese 3",162637,"MJD-CHNSB Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as option [Active];","CHIN1402 Chinese 2 or CHIN1102 Chinese Beginners II",,"CHIN2001 Chinese 3A",,"CHIN2203 Chinese Intermediate 1 or CHIN1403 Chinese 3",
CHIN2404,"Chinese 4",162638,"MJD-CHNSB Chinese Studies (BA|*|) as core [Active]; 
MJD-CHNSP Chinese Studies (BA|*|) as core [Active];","CHIN2403 Chinese 3 or (CHIN1403 Chinese 3 and CHIN1001 Chinese 3A) or CHIN2203 Chinese Intermediate I",,Nil.,,"CHIN1104 Chinese Intermediate II or CHIN2204 Chinese Intermediate I or CHIN1404 Chinese 4",
ECON4486,"Dissertation (Economics) Part 1",162639;162640,"HON-ECONS Business Economics (BCom (Hons)|*|) as core [Active];","enrolment in the Bachelor of Commerce (Honours) (BH002); or completion of 144 points in the Bachelor of Philosophy (Honours) (BH005)",,Nil.,,Nil.,
MGMT4485,"Dissertation (Management) Part 1",162641;162642,"HON-MGMNT Management (BCom (Hons)|*|) as core [Active];","enrolment in the Bachelor of Commerce (Honours) or completion of 144 points in the Bachelor of Philosophy (Honours)",,Nil.,,Nil.,
HRMT4485,"Dissertation (Human Resource Management) Part 1",162643;162644,"HON-HRSMT Human Resource Management (BCom (Hons)|*|) as core [Active];","enrolment in the Bachelor of Commerce (Honours) or completion of 144 points in the Bachelor of Philosophy (Honours)",,Nil.,,Nil.,
MKTG4401,"Critiquing Marketing Research",162645,"HON-MRKTG Marketing (BCom (Hons)|*|) as core [Active]; 
HON-ENTIN Enterprise and Innovation (BCom (Hons)|*|) as core [Active];","enrolment in the Bachelor of Commerce (Honours) or completion of 144 points in the Bachelor of Philosophy (Honours)",,Nil.,,Nil.,
LING3006,"Topics in Linguistic Theory",162182,"MJD-LINGO Linguistics (BA|*|) as option [Active];","(LING2002 Phonetics and Phonology: the Sounds of the World's Languages or LING2201 Phonetics and Phonology) and (LING2001 Morphosyntax of the World's Languages or LING2001 Grammatical Theory: the Structure of Sentences or LING2202 Grammatical Theory (Syntax))",134417;134418;134419,Nil.,,"LING3306 Advanced Linguistic Theory",134417;134418;134419
CHIN2405,"Chinese 5",162646,"MJD-CHNSP Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MJD-CHNSI Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as core [Active];","CHIN1404 Chinese 4 or CHIN2404 Chinese 4 or CHIN1104 Chinese Intermediate II or CHIN2204 Chinese Intermediate II",,Nil.,,"CHIN2107 Chinese Native Speakers I or CHIN2205 Chinese Advanced I or CHIN1405 Chinese 5 or CHIN3405 Chinese 5",
LING3003,"Language Across Time",162647,"MJD-LINGO Linguistics (BA|*|) as option [Active];","(LING2002 Phonetics and Phonology: the Sounds of the World's Languages or LING2201 Phonetics and Phonology)",,Nil.,,"LING2203 Language Variation and Change",
CHIN2406,"Chinese 6",162648,"MJD-CHNSP Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MJD-CHNSI Chinese Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-CHLAC Chinese Language and Culture () as option [Active];","CHIN2405 Chinese 5",,Nil.,,"CHIN2108 Chinese Native Speakers II or CHIN2206 Chinese Advanced II or CHIN1406 Chinese 6 or CHIN3406 Chinese 6",
CHIN3409,"Chinese 9: Understanding the Chinese State",162649,"MJD-CHNSA Chinese Studies (BA|*|) as core [Active]; 
MNR-CHIAS Advanced Studies on Contemporary China (BA|*|) as core [Active];","CHIN2408 Chinese 8 or CHIN3307 Chinese Specialist I",,Nil.,,Nil.,
ENSC3005,"Mass and Energy Balances",162650,"MJD-ENGSC Engineering Science (BSc|*|) as core in Chemical [Active];","MATH1722 Mathematics Foundations: Specialist or Mathematics Specialist ATAR",208558;208559;208560;208561;208562;208563;208564;208565;208566;208567;208568;208569;208570,Nil.,20853,Nil.,208558;208559;208560;208561;208562;208563;208564;208565;208566;208567;208568;208569;208570
CHIN3410,"Chinese 10: Understanding Chinese Society",162651,"MJD-CHNSA Chinese Studies (BA|*|) as core [Active]; 
MNR-CHIAS Advanced Studies on Contemporary China (BA|*|) as core [Active];","CHIN3409 Chinese 9 or CHIN3308 Chinese Specialist II",,Nil.,,Nil.,
CHIN3405,"Chinese 5",162652,"MJD-CHNSB Chinese Studies (BA|*|) as core [Active];","CHIN2404 Chinese 4 or CHIN2204 Chinese Intermediate II",,Nil.,,"CHIN3305 Chinese Advanced I or CHIN1405 Chinese 5 or CHIN2405 Chinese 5",
CHIN3406,"Chinese 6",162653,"MJD-CHNSB Chinese Studies (BA|*|) as core [Active];","CHIN3405 Chinese 5",,Nil.,,"CHIN3406 Chinese 6 or CHIN1406 Chinese 6 or CHIN2406 Chinese 6",
LING1001,"Language for humans and non-humans",159974,"CB026 Bachelor of Modern Languages and Bachelor of Arts as core [Active]; 
CB027 Bachelor of Modern Languages and Bachelor of Commerce as core [Active]; 
CB028 Bachelor of Modern Languages and Bachelor of Business as core [Active]; 
CB029 Bachelor of Modern Languages and Bachelor of Science as core [Active]; 
CB030 Bachelor of Engineering (Honours) and Bachelor of Modern Languages as core [Active]; 
CB031 Bachelor of Philosophy (Honours)/Bachelor of Modern Languages as core [Active]; 
CB032 Bachelor of Modern Languages and Bachelor of Biomedical Science as core [Active]; 
MJD-LINGO Linguistics (BA|*|) as core [Active]; 
MNR-CCCOM Cross Cultural Communication () as core [Active]; 
BP054 Bachelor of Modern Languages () as core [Active];",Nil.,,Nil.,,"LING1101 Language and Communication",
CHIN3407,"Chinese 7",162654,"MJD-CHNSP Chinese Studies (BA|*|) as core [Active]; 
MJD-CHNSI Chinese Studies (BA|*|) as core [Active];","CHIN2406 Chinese 6 or CHIN2206 Chinese Advanced I",,Nil.,,"CHIN3307 Chinese Specialist I or CHIN2209 Chinese for Business I or CHIN2407 Chinese 7",
LING2001,"Morphosyntax of the World's Languages",162655,"MJD-LINGO Linguistics (BA|*|) as core [Active];","LING1001 Language and Communication or LING1101 Language and Communication or LING1002 Language as a Cognitive System or LING1102 Language as a Cognitive System",,Nil.,,"LING2202 Grammatical Theory (Syntax)",
CHIN3408,"Chinese 8",162656,"MJD-CHNSP Chinese Studies (BA|*|) as core [Active]; 
MJD-CHNSI Chinese Studies (BA|*|) as core [Active];","CHIN3407 Chinese 7 or CHIN3307 Chinese Specialist I",,Nil.,,"CHIN3308 Chinese Specialist II or CHIN2210 Chinese for Business II",
MKTG4486,"Dissertation (Marketing) Part 1",162657;162658,"HON-MRKTG Marketing (BCom (Hons)|*|) as core [Active];","enrolment in the Bachelor of Commerce (Honours) or completion of 144 points in the Bachelor of Philosophy (Honours)",,Nil.,,Nil.,
ECON4503,"Advanced Economic Analysis",162659,"HON-ECONS Business Economics (BCom (Hons)|*|) as option [Active]; 
HON-ECNPF Economics (BEc (Hons)|*|) as option [Active]; 
42330 Graduate Diploma in Economics as option [Active]; 
42620 Master of Economics (coursework or coursework and dissertation) as option [Active]; 
42670 Master of Economics (coursework or coursework and dissertation) as option in Applied Economics [Active];","Enrolment in the Bachelor of Commerce (Honours) (BH002) or completion of 144 points in the Bachelor of Philosophy (Honours) (BH005) or enrolment in the Master of Economics (42620).",74048;74049;74050;74051;74052;74053;74054;74055;74056;74057,Nil.,,Nil.,74048;74049;74050;74051;74052;74053;74054;74055;74056;74057
LING1002,"Language, mind and brain",161002,"MJD-LINGO Linguistics (BA|*|) as core [Active];",Nil.,,Nil.,,"LING1102 Language as a Cognitive System",
PSYC2212,"Psychology and Social Behaviour",159108,"MJD-PSYSO Psychology in Society (BA|*|) as option [Active]; 
MJD-PSYDM Psychology (BPsych|*|) as core [Active]; 
MJD-PSYCH Psychological and Behavioural Sciences (BA|*|BSc|*|) as core [Active];","PSYC1101 Psychology: Mind and Brain or PSYC1102 Psychology: Behaviour in Context",53356;53357,Nil.,11093,"PSYC3312 Psychology and Social Behaviour",53356;53357
LING2002,"The Sounds of the World's Languages",162660,"MJD-LINGO Linguistics (BA|*|) as core [Active];","Either LING1002 Language as a Cognitive System or LING1102 Language as a Cognitive System, or LING1001 Language and Communication or LING1101 Language and Communication",63961;63962,Nil.,,"LING2201 Phonetics and Phonology",63961;63962
CHIN2801,"China Field Study",162661,"MJD-CHNSB Chinese Studies (BA|*|) [Substitute units] [Active]; 
MJD-CHNSP Chinese Studies (BA|*|) [Substitute units] [Active]; 
MJD-CHNSI Chinese Studies (BA|*|) [Substitute units] [Active]; 
MJD-CHNSA Chinese Studies (BA|*|) [Substitute units] [Active];","Successful completion of at least one Chinese language unit at UWA or equivalent as recognised by the Faculty",,Nil.,,"CHIN2215 China Field Study",
ECON4504,"Advanced Quantitative Economics",162662;162663,"42330 Graduate Diploma in Economics as option [Active];","Enrolment in the Bachelor of Commerce (Honours) (BH002) or completion of 144 points in the Bachelor of Philosophy (Honours) (BH005) .",,Nil.,,Nil.,
ACCT4440,"Management Accounting: Issues and Perspectives",162664,"HON-ACCTG Accounting (BCom|*|) as option [Active]; 
40610 Master of Professional Accounting (coursework) as option [Active];","for the honours Accounting specialisation:: ACCT2112 Management Accounting 
for the Master of Professional Accounting: ACCT5633 Accounting for Planning and Control",,Nil,,Nil,
FREN1402,"French Beginners 2",162665;170166,"MJD-FRNHB French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","FREN1401 French Studies 1 or FREN1101 French Beginners 1",,Nil.,,"FREN1102 French Beginners II",
FREN1403,"French Studies 3",162667,"MJD-FRNHI French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","ATAR FSL (French: Second Language) or WACE French FRE 2A/2B or WACE French FRE 3A/3B or approval of convener",,Nil.,,"FREN1103 French Intermediate I",
FREN1404,"French Studies 4",162668,"MJD-FRNHI French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","FREN1403 French Studies 3 or FREN1103 French Intermediate I",131914,Nil.,,"FREN1104 French Intermediate II",131914
ECON4507,"History of Economic Thought",162669,"41680 Master of Commerce (coursework) as option in Economics [Active but approved to be removed from 2025]; 
42330 Graduate Diploma in Economics as option [Active]; 
41780 Master of Management (coursework) as option in Economics [Active]; 
43680 Master of Commerce - Articulation (coursework) as option in Economics [Active];","Enrolment in the Bachelor of Commerce (Honours) (BH002) or completion of 144 points in the Bachelor of Philosophy (Honours) (BH005) or enrolment in the Master of Economics (42620) or Master of Public Policy (42580).",,Nil.,,"ECON3310 History of Economic Ideas offered in the Economics major",
FREN2403,"French Studies 3",162670,"MJD-FRNHB French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","FREN1402 French Studies 2 or FREN1102 French Beginners II",131918,Nil.,,"FREN2203 French Intermediate I",131918
FREN2404,"French Studies 4",162671,"MJD-FRNHB French Studies (BA|*|BModLang|*|) as core [Active]; 
MNR-FRENB French (BA|*|) as option [Active];","FREN2403 French Studies 3 or (FREN1403 French Studies 3 and FREN1001 Specialist French Studies 3A) or FREN2203 French Intermediate I",131922,Nil.,,"FREN1104 French Intermediate II, FREN2204 French Intermediate II",131922
LAWS3214,"International Law and the Sustainable Development Goals (SDGs)",159494,"MJD-LWSOC Law and Society (BA|*|) as option [Active]; 
MJD-BSLAW Business Law (BCom|*|) as option [Active]; 
MJD-HMRDM Human Rights (BHumR|*|BHumR - BA|*|BHumR - BCom|*|) as option [Active];",,197951,,193216,,197951
FREN2812,"French Cinema",162672,"MJD-FRNHI French Studies (BA) as core [Active]; 
MJD-FRNHA French Studies (BA) as core [Active];","FREN2403 French Studies 3 or FREN2405 French Studies 5 or FREN2407 French Studies 7 or FREN2203 French Intermediate I or FREN2205 French Advanced I or FREN2207 French Advanced III",137091;137092,Nil.,,Nil.,137091;137092
